證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"2429","銘旺科","825937","24723648","30.10","30.35","29.40","29.95","-0.0500","507"
"2430","燦坤","39484","1282979","32.60","32.60","32.40","32.40","-0.2000","247"
"2431","聯昌","11846143","225437275","19.35","19.90","18.15","18.30","-0.7000","5567"
"2432","倚天酷碁-創","9011","314882","35.20","35.20","34.60","34.60","-0.5000","10"
"2433","互盛電","24289","1223465","50.40","50.50","50.30","50.50","0.2000","26"
"2434","統懋","8007","255522","32.00","32.10","31.80","32.00","-0.2000","9"
"2436","偉詮電","2747369","150230982","56.70","56.70","53.70","54.30","-2.2000","2527"
"2438","翔耀","429007","18635935","42.90","44.80","41.70","43.40","1.7000","398"
"2439","美律","3190854","336852282","108.00","108.50","104.00","104.00","-4.0000","3079"
"2440","太空梭","141684","1973272","14.10","14.10","13.85","13.90","-0.1000","73"
"2441","超豐","1018372","57874733","57.30","57.60","56.30","56.50","-0.6000","1053"
"2442","新美齊","1006976","24405123","24.45","24.70","23.85","24.05","-0.2500","796"
"2444","兆勁","352266","5131119","14.70","14.85","14.35","14.40","-0.4000","181"
"2449","京元電子","19332259","2707203646","140.50","141.50","138.00","139.50","0.5000","11821"
"2450","神腦","43698","1535491","35.15","35.20","35.10","35.10","-0.0500","70"
"2451","創見","1013826","98522416","99.50","99.50","95.40","97.40","-0.6000","1030"
"2453","凌群","587331","33190540","57.50","57.70","55.80","56.20","-1.1000","874"
"2454","聯發科","4299470","5567448850","1310.00","1320.00","1280.00","1280.00","-25.0000","14432"
"2455","全新","3347110","478789290","149.00","149.50","139.00","139.50","-6.0000","2889"
"2457","飛宏","2992603","121349863","41.20","41.30","40.15","40.40","-0.7000","2707"
"2458","義隆","2459628","367998195","152.50","153.00","148.50","148.50","-4.0000","2144"
"2459","敦吉","37294","2649634","71.00","71.30","70.90","71.10","0.1000","61"
"2460","建通","319628","8775633","28.50","28.50","27.10","27.30","-0.8000","246"
"2461","光群雷","372526","8179082","22.20","22.25","21.80","21.80","-0.2500","311"
"2462","良得電","302864","9048753","30.40","30.40","29.65","29.80","-0.6000","184"
"2464","盟立","3070926","240818746","79.80","80.00","77.50","77.70","-1.3000","3027"
"2465","麗臺","1199465","95644875","82.60","82.60","78.00","78.00","-5.6000","1339"
"2466","冠西電","16000","566700","35.70","36.10","34.80","34.80","-0.3000","11"
"2467","志聖","2602923","588564815","228.50","231.50","222.00","224.00","-3.5000","10610"
"2468","華經","194309","4579978","23.85","24.00","23.25","23.30","-0.5500","110"
"2471","資通","78076","3792241","48.75","48.80","48.35","48.45","-0.3500","115"
"2472","立隆電","545416","40537122","74.60","75.00","73.80","73.80","-0.4000","671"
"2474","可成","1940554","424787498","220.50","223.50","215.50","215.50","-4.5000","2037"
"2476","鉅祥","912977","82782253","91.40","92.50","89.80","90.10","-1.4000","971"
"2477","美隆電","6155095","204821320","33.80","34.00","32.75","32.85","-1.9000","3714"
"2478","大毅","164125","7780648","48.05","48.05","47.05","47.15","-0.8000","195"
"2480","敦陽科","113037","14568091","130.00","130.00","128.00","128.00","-1.5000","448"
"2481","強茂","2473356","141010715","58.40","58.50","56.00","56.20","-2.0000","2716"
"2482","連宇","681980","20190449","30.35","30.35","29.20","29.30","-1.0000","602"
"2483","百容","68327","1585635","23.55","23.55","23.05","23.15","-0.1500","49"
"2484","希華","178077","5039223","28.45","28.50","28.15","28.20","-0.2500","177"
"2485","兆赫","473380","8578543","18.40","18.45","17.90","17.95","-0.4000","457"
"2486","一詮","13921510","1774966396","128.50","130.00","125.50","126.50","0.5000","7944"
"2488","漢平","504263","24167220","48.50","48.50","47.50","47.65","-0.5500","336"
"2489","瑞軒","14971867","317503743","21.75","21.85","20.75","20.80","-1.0500","11902"
"2491","吉祥全","27022","369574","13.75","13.80","13.55","13.60","-0.2500","57"
"2492","華新科","1117830","115609947","105.00","105.50","102.00","102.50","-1.0000","942"
"2493","揚博","5359226","642106391","122.00","125.00","115.00","117.00","-2.5000","5825"
"2495","普安","16238811","616639161","36.50","38.95","36.15","38.40","2.8000","9760"
"2496","卓越","40406","3061004","75.90","76.00","75.50","75.70","0.3000","56"
"2497","怡利電","6317775","456836304","76.70","76.70","69.70","70.10","-6.6000","5418"
"2498","宏達電","3926489","174915216","45.15","45.30","44.05","44.35","-0.6000","2506"
"2501","國建","1590037","39524111","24.85","25.25","24.60","24.65","-0.1000","921"
"2504","國產","1887326","103503375","54.60","55.20","54.20","55.00","0.4000","1715"
"2505","國揚","142950","3113915","22.25","22.25","21.55","21.60","-0.2000","126"
"2506","太設","1803552","21372049","11.85","11.85","11.85","11.85","1.0500","506"
"2509","全坤建","269817","4984007","18.45","18.75","18.20","18.20","-0.4000","320"
"2511","太子","1249557","13277150","10.50","10.70","10.50","10.60","0.1000","424"
"2514","龍邦","534861","11631396","21.75","22.00","21.55","21.55","-0.1000","301"
"2515","中工","6639925","72899364","11.15","11.20","10.85","10.90","-0.2500","2348"
"2516","新建","2905934","37673155","12.80","13.05","12.75","13.00","0.5000","753"
"2520","冠德","7497163","374076658","49.20","50.70","49.15","49.60","1.0500","4311"
"2524","京城","4038003","318642168","79.50","84.00","75.00","75.50","-1.8000","3169"
"2527","宏璟","331404","10880860","32.30","33.45","32.30","32.30","0.1000","247"
"2528","皇普","443314","16845995","37.70","39.15","37.45","37.45","-0.3500","225"
"2530","華建","947729","38755097","40.45","41.95","40.10","40.40","0.4000","538"
"2534","宏盛","1103140","28737112","26.00","26.50","25.55","26.15","-0.1500","662"
"2535","達欣工","281545","14039508","50.10","50.20","49.70","49.80","-0.2000","352"
"2536","宏普","128822","3795749","29.55","29.70","29.20","29.30","-0.2500","134"
"2537","聯上發","1341320","19690026","14.75","15.00","14.45","14.45","-0.2000","743"
"2538","基泰","740121","11852017","16.20","16.30","15.85","15.90","-0.3500","416"
"2539","櫻花建","404637","20395675","50.30","50.90","50.10","50.30","0.3000","607"
"2540","愛山林","1239491","108931812","87.10","89.10","86.10","87.50","1.4000","1191"
"2542","興富發","5255336","219225951","41.20","42.50","41.20","41.45","0.4000","4375"
"2543","皇昌","10221633","907969955","91.10","91.60","87.00","87.90","-2.8000","6439"
"2545","皇翔","1652386","106260295","62.40","64.90","62.40","64.70","3.0000","1397"
"2546","根基","155243","11507149","73.50","74.70","73.40","74.00","0.0000","464"
"2547","日勝生","855720","8382646","9.72","9.86","9.72","9.78","0.0100","400"
"2548","華固","1119683","130753457","119.00","120.50","115.50","115.50","-3.5000","1371"
"2597","潤弘","203260","28008489","137.00","139.00","136.50","137.50","2.0000","294"
"2601","益航","2762060","22127572","8.07","8.10","7.92","7.92","-0.1100","976"
"2603","長榮","26215660","5743529449","217.00","221.00","216.50","218.00","3.5000","18696"
"2605","新興","4941592","134136765","27.40","27.50","26.80","26.85","-0.2500","2414"
"2606","裕民","4864010","279211838","57.30","57.90","56.50","56.70","-0.3000","3875"
"2607","榮運","1062497","33628774","31.75","31.85","31.55","31.55","-0.1000","657"
"2608","嘉里大榮","222562","8898784","40.20","40.20","39.90","39.90","-0.2000","314"
"2609","陽明","83142823","5977764165","70.70","73.00","70.30","71.50","1.8000","40205"
"2610","華航","24641882","570551503","23.20","23.50","22.90","23.15","-0.1000","8481"
"2611","志信","722833","17035569","23.65","23.80","23.35","23.35","-0.3000","440"
"2612","中航","242494","10597476","43.60","44.15","43.35","43.35","0.0000","299"
"2613","中櫃","21213442","782426202","36.00","38.50","35.30","35.50","0.0500","13341"
"2614","東森","506873","9553817","19.00","19.10","18.65","18.65","-0.2000","508"
"2615","萬海","64486802","6113834324","93.40","97.00","92.50","93.70","1.9000","37486"
"2616","山隆","69725","1447699","20.80","20.85","20.70","20.85","0.0500","190"
"2617","台航","687392","21875706","31.65","32.05","31.55","31.65","-0.0500","410"
"2618","長榮航","31236078","1201395204","38.40","38.75","38.10","38.40","0.0000","12761"
"2630","亞航","418538","13649299","33.30","33.30","32.40","32.40","-0.5000","495"
"2633","台灣高鐵","2286486","65913054","28.90","28.90","28.80","28.80","-0.1000","1564"
"2634","漢翔","4010668","184306743","46.35","46.40","45.75","45.85","-0.4000","2330"
"2636","台驊控股","1321794","114224590","86.60","87.60","85.60","85.80","-1.0000","1489"
"2637","慧洋-KY","3551667","273250825","76.80","77.80","75.90","76.20","-0.5000","3984"
"2642","宅配通","1025681","43405444","43.40","43.40","41.50","41.60","-1.8000","1215"
"2645","長榮航太","390848","37066774","95.90","96.00","94.20","94.50","-0.9000","503"
"2646","星宇航空","9436338","262851157","27.95","28.00","27.70","27.70","-0.1500","6802"
"2701","萬企","101528","1301260","12.80","12.90","12.75","12.85","0.0500","56"
"2702","華園","42200","727785","17.30","17.30","17.20","17.20","-0.1000","92"
"2704","國賓","99101","5960157","60.40","60.60","59.80","60.00","-0.3000","143"
"2705","六福","150620","2674604","17.80","17.95","17.60","17.75","0.0000","154"
"2706","第一店","65228","992330","15.20","15.25","15.15","15.25","0.0000","56"
"2707","晶華","104905","21051996","202.00","202.00","200.00","200.50","-1.5000","653"
"2712","遠雄來","13085","342093","25.70","26.25","25.70","26.25","0.1500","13"
"2722","夏都","95034","3708273","39.00","39.60","38.70","39.00","-0.2500","113"
"2723","美食-KY","470781","43664658","93.80","93.90","91.40","91.70","-1.8000","1343"
"2727","王品","1447861","345263835","247.50","248.00","234.00","234.50","-12.5000","57434"
"2731","雄獅","8689805","1108771034","130.50","132.00","125.50","127.00","-12.0000","7417"
"2739","寒舍","697149","36808318","54.30","54.30","52.30","52.30","-1.4000","687"
"2748","雲品","213866","12479997","59.00","59.50","58.00","58.00","-1.0000","243"
"2753","八方雲集","85879","13102030","153.00","153.00","152.00","152.00","-0.5000","189"
"2762","世界健身-KY","350284","34183613","100.50","100.50","96.00","96.00","-3.7000","544"
"2801","彰銀","11435630","203495698","17.80","17.85","17.70","17.75","0.0000","2166"
"2809","京城銀","2351673","114222696","48.95","49.35","48.15","48.30","-0.6500","1908"
"2812","台中銀","2355052","42038561","17.80","17.90","17.80","17.85","0.1000","1222"
"2816","旺旺保","385994","12091208","31.35","31.45","31.20","31.40","0.0000","238"
"2820","華票","901964","13535077","15.00","15.05","14.95","15.00","0.1000","283"
"2832","台產","131530","3725857","28.35","28.50","28.25","28.35","0.0000","99"
"2834","臺企銀","8145243","125403428","15.45","15.50","15.30","15.35","-0.0500","3556"
"2836","高雄銀","805485","9436423","11.75","11.80","11.65","11.70","-0.0500","471"
"2836A","高雄銀甲特","12035","258300","21.50","21.50","21.45","21.50","0.1000","9"
"2838","聯邦銀","889226","13662850","15.30","15.45","15.30","15.35","0.0500","383"
"2838A","聯邦銀甲特","29100","1528840","52.50","52.60","52.50","52.60","0.1000","18"
"2845","遠東銀","5057036","67334127","13.35","13.35","13.25","13.35","0.0000","1398"
"2849","安泰銀","11675","169862","14.55","14.55","14.55","14.55","0.0000","22"
"2850","新產","533599","53306890","99.00","100.50","99.00","100.00","1.5000","547"
"2851","中再保","2786671","71857994","26.05","26.10","25.65","25.85","-0.1500","1378"
"2852","第一保","409070","9538855","23.50","23.50","23.20","23.30","0.1000","208"
"2855","統一證","1978203","52450653","26.40","26.65","26.40","26.60","0.3000","852"
"2867","三商壽","6759997","47772676","7.04","7.11","7.01","7.07","0.0300","1662"
"2880","華南金","9229863","235432847","25.45","25.60","25.35","25.55","0.2000","2944"
"2881","富邦金","11778955","1091529837","92.50","92.90","92.20","92.90","0.7000","7619"
"2881A","富邦特","108126","6774274","62.60","62.70","62.60","62.70","0.0000","39"
"2881B","富邦金乙特","29932","1790017","59.80","60.00","59.80","60.00","-0.1000","31"
"2881C","富邦金丙特","34834","1837016","52.70","52.80","52.70","52.70","0.0000","49"
"2882","國泰金","15220490","1061708483","70.00","70.20","69.40","69.50","-0.3000","9418"
"2882A","國泰特","187477","11363903","60.60","60.70","60.60","60.70","0.1000","60"
"2882B","國泰金乙特","19692","1163407","59.00","59.10","59.00","59.10","0.0000","28"
"2883","凱基金","34029285","590648754","17.35","17.50","17.25","17.25","0.0000","6751"
"2883B","凱基金乙特","2458628","19492085","7.89","7.96","7.88","7.95","0.0500","507"
"2884","玉山金","9773120","267934406","27.55","27.60","27.30","27.45","0.0500","6108"
"2885","元大金","20013213","663594329","32.90","33.30","32.80","33.20","0.6500","8451"
"2886","兆豐金","10615216","416358135","39.40","39.45","39.10","39.10","0.0000","6911"
"2887","台新金","29628158","509195676","17.20","17.25","17.10","17.15","-0.0500","5436"
"2887E","台新戊特","206217","10537882","51.10","51.20","51.10","51.10","-0.1000","56"
"2887F","台新戊特二","8538","389291","45.60","45.60","45.60","45.60","0.0500","16"
"2887Z1","台新己特","16680","269241","16.15","16.15","16.10","16.10","-0.0500","18"
"2888","新光金","38135944","436191051","11.45","11.50","11.40","11.45","0.0000","4780"
"2888A","新光金甲特","71867","2547690","35.50","35.55","35.40","35.55","-0.0500","37"
"2888B","新光金乙特","74539","2646074","35.50","35.55","35.50","35.50","0.0000","33"
"2889","國票金","7912001","114797247","14.75","14.75","14.35","14.60","-0.1000","3996"
"2890","永豐金","12125171","277159412","23.00","23.05","22.75","22.75","0.0000","4758"
"2891","中信金","47242692","1744981622","37.05","37.10","36.70","36.90","0.0000","12352"
"2891B","中信金乙特","9046","548096","60.60","60.70","60.60","60.70","0.0000","19"
"2891C","中信金丙特","55086","3084849","56.00","56.00","56.00","56.00","-0.1000","67"
"2892","第一金","20324576","545367693","26.90","26.95","26.80","26.80","0.0000","7699"
"2897","王道銀行","2275500","22449503","9.85","9.91","9.83","9.84","0.0300","576"
"2897B","王道銀乙特","89050","1040935","11.65","11.70","11.65","11.70","0.0000","15"
"2901","欣欣","1533","41925","27.35","27.35","27.35","27.35","0.0000","11"
"2903","遠百","1688914","43319790","25.80","25.90","25.45","25.65","-0.1500","1513"
"2904","匯僑","15104","275791","18.30","18.30","18.25","18.25","0.0500","17"
"2905","三商","1264838","21591526","17.15","17.40","16.85","16.90","-0.2500","588"
"2906","高林","287317","5238965","18.30","18.35","18.05","18.25","0.1000","191"
"2908","特力","487882","9954669","20.45","20.45","20.30","20.40","-0.0500","118"
"2910","統領","145541","3699574","26.15","26.15","24.90","25.00","-0.5500","53"
"2911","麗嬰房","96794","909730","9.38","9.45","9.31","9.31","-0.1000","138"
"2912","統一超","1283338","351646208","274.00","276.00","273.00","273.00","-0.5000","1998"
"2913","農林","1334418","27750344","21.00","21.00","20.65","20.70","-0.2000","787"
"2915","潤泰全","1580872","123386167","77.90","78.50","77.50","77.60","0.1000","1906"
"2923","鼎固-KY","55020","1698409","31.30","31.50","30.25","30.25","-0.3500","44"
"2929","淘帝-KY","8206344","111653352","13.70","14.00","13.25","13.35","0.2500","3473"
"2939","永邑-KY","54413","1855366","34.10","35.05","33.50","33.50","-1.0000","69"
"2945","三商家購","7010","288862","41.25","41.30","41.15","41.15","0.0000","7"
"3002","歐格","213270","3413118","16.05","16.10","15.95","15.95","-0.1500","120"
"3003","健和興","1169938","87697326","77.80","77.80","74.00","74.40","-2.0000","881"
"3004","豐達科","87619","7716068","88.90","88.90","87.10","88.50","-0.3000","102"
"3005","神基","3008096","349572399","116.50","118.00","114.50","114.50","-3.0000","4070"
"3006","晶豪科","2188011","155704429","72.50","72.50","70.20","70.20","-1.4000","2700"
"3008","大立光","366395","852042395","2360.00","2365.00","2305.00","2305.00","-30.0000","3303"
"3010","華立","682091","84938316","126.00","127.00","123.00","123.00","-3.0000","962"
"3011","今皓","2164417","58886263","28.05","28.05","26.90","27.10","-0.5500","1365"
"3013","晟銘電","22194971","3555111387","165.00","165.50","157.00","157.50","-5.5000","21214"
"3014","聯陽","2656996","399977303","154.00","154.00","148.00","148.50","-6.5000","3349"
"3015","全漢","1584249","95844031","61.70","61.70","59.20","60.50","-1.2000","1723"
"3016","嘉晶","232640","13185232","56.70","57.50","56.00","56.00","-0.9000","213"
"3017","奇鋐","8898073","6122298631","686.00","694.00","682.00","687.00","12.0000","10523"
"3018","隆銘綠能","37333","1104040","29.60","29.95","29.50","29.65","-0.1000","69"
"3019","亞光","5091944","543816133","109.00","109.50","105.00","105.50","-2.0000","3937"
"3021","鴻名","744487","24841666","33.45","34.35","32.65","33.30","-0.3000","727"
"3022","威強電","1672513","128278609","77.70","77.70","75.80","77.40","-1.0000","1934"
"3023","信邦","1189952","314066829","270.00","270.00","261.50","265.00","-3.5000","1582"
"3024","憶聲","1271846","23537525","18.35","18.65","18.30","18.55","0.3000","620"
"3025","星通","5665562","442550874","79.90","79.90","76.80","78.00","-1.2000","4153"
"3026","禾伸堂","146175","13222151","90.60","91.00","90.00","90.60","0.0000","171"
"3027","盛達","276634","9466113","34.60","35.05","33.70","33.75","-0.3500","277"
"3028","增你強","218387","6956203","31.90","32.00","31.75","31.90","0.0500","358"
"3029","零壹","2075752","214202292","106.00","106.00","101.50","102.50","-2.0000","1983"
"3030","德律","3791599","527621143","132.00","142.50","132.00","140.50","9.5000","2898"
"3031","佰鴻","843796","18271044","22.05","22.15","21.30","21.30","-0.6000","618"
"3032","偉訓","448304","29562187","66.30","66.70","65.50","65.50","-0.8000","472"
"3033","威健","3599219","129407181","36.20","36.35","35.60","35.65","-0.3000","1963"
"3034","聯詠","2912230","1428156619","496.50","497.00","488.00","488.50","-6.5000","5076"
"3035","智原","4906796","1153659647","241.00","242.00","231.00","232.50","-6.0000","5864"
"3036","文曄","3698516","430081939","117.00","118.00","114.50","114.50","-2.5000","2652"
"3036A","文曄甲特","264224","12942366","49.00","49.05","48.95","49.05","0.1000","88"
"3037","欣興","35813759","6308352928","179.00","179.00","173.00","174.00","-2.5000","34764"
"3038","全台","506911","13678040","27.20","27.25","26.70","27.00","-0.0500","691"
"3040","遠見","190828","8210066","43.80","43.80","42.55","42.75","-1.0500","211"
"3042","晶技","1863016","212406194","117.00","117.50","112.50","112.50","-4.0000","1594"
"3043","科風","72556","2169116","30.45","30.45","29.80","29.80","-0.2500","81"
"3044","健鼎","5304564","1036550936","202.50","204.50","193.00","193.00","-7.5000","4600"
"3045","台灣大","3984581","449186085","113.50","114.00","112.00","113.00","-0.5000","1850"
"3046","建碁","468808","26762986","57.40","58.40","56.00","56.00","-0.5000","365"
"3047","訊舟","7171299","258835373","36.60","37.20","35.50","35.70","-1.0000","4905"
"3048","益登","1080821","40694441","38.55","38.55","37.20","37.30","-0.4500","877"
"3049","精金","10421030","121596428","11.85","12.05","11.40","11.45","-0.3500","3687"
"3050","鈺德","1101400","20656179","19.40","19.40","18.45","18.65","-0.6500","568"
"3051","力特","617817","19678529","32.50","32.55","31.50","31.50","-0.9500","868"
"3052","夆典","232045","2735621","11.90","11.90","11.70","11.80","0.0000","153"
"3054","立萬利","15728","341159","21.90","22.00","21.45","21.80","-0.0500","23"
"3055","蔚華科","953833","69273838","74.10","74.30","71.10","71.10","-2.5000","814"
"3056","富華新","6755563","226608982","33.50","33.90","33.00","33.50","1.3000","3877"
"3057","喬鼎","115655","1506323","13.20","13.20","12.90","13.10","0.2000","110"
"3058","立德","520677","9329144","18.30","18.30","17.70","17.80","-0.4500","364"
"3059","華晶科","677260","23027850","34.65","34.65","33.75","33.85","-0.6000","803"
"3060","銘異","2676830","72390921","27.90","28.45","26.45","26.50","-1.5000","1897"
"3062","建漢","116690041","4445626471","40.55","40.60","36.00","36.30","-3.5500","56103"
"3090","日電貿","580493","36004033","61.50","62.60","61.50","62.30","0.6000","687"
"3092","鴻碩","1000575","32938970","33.70","33.85","32.10","33.00","-0.5500","1013"
"3094","聯傑","335201","10637694","32.60","32.60","31.00","31.25","-0.8500","386"
"3130","一零四","74508","16230440","218.00","218.00","217.00","217.50","-0.5000","336"
"3138","耀登","72764","8286167","114.50","115.00","113.00","113.00","-1.0000","372"
"3149","正達","15935324","623346317","40.40","40.70","37.85","38.55","-1.2500","8560"
"3150","鈺寶-創","36012","1291927","36.50","36.50","35.35","35.50","-0.8000","30"
"3164","景岳","74865","1608787","21.50","21.55","21.40","21.40","-0.1500","186"
"3167","大量","7171624","1089689004","155.00","157.00","149.00","150.00","-3.0000","5734"
"3168","眾福科","20200","995200","49.30","49.60","49.00","49.60","0.3000","18"
"3189","景碩","9344937","997555540","108.50","109.50","105.00","105.00","-3.0000","6546"
"3209","全科","4388569","172318504","40.85","40.85","38.65","38.85","-1.5500","3305"
"3229","晟鈦","44891","890876","20.50","20.50","19.50","19.75","-0.7500","123"
"3231","緯創","114837688","14170592378","121.50","125.50","121.00","123.50","3.5000","60071"
"3257","虹冠電","741830","45580191","62.40","63.00","60.70","60.80","-1.5000","607"
"3266","昇陽","74000","1390150","18.90","19.05","18.60","18.70","-0.2000","43"
"3296","勝德","887856","23847973","27.70","28.10","26.05","26.65","-1.2000","548"
"3305","昇貿","3087061","219816859","69.50","73.20","69.40","69.80","1.1000","2614"
"3308","聯德","251146","6105544","25.10","25.10","23.95","24.30","-0.5500","302"
"3311","閎暉","73103","2694754","36.90","37.00","36.80","36.80","-0.2000","205"
"3312","弘憶股","7653964","531322731","66.10","71.40","65.10","69.90","4.3000","6038"
"3321","同泰","295301","4815012","16.35","16.60","16.05","16.30","-0.0500","156"
"3338","泰碩","855376","54016539","64.70","65.00","62.60","62.60","-2.1000","1021"
"3346","麗清","406531","15741484","39.45","39.60","38.40","38.55","-0.7000","315"
"3376","新日興","2094677","372370912","181.50","182.50","175.50","176.50","-6.5000","2838"
"3380","明泰","3933615","143994832","37.25","37.25","36.20","36.45","-0.8000","3124"
"3406","玉晶光","1663625","745559896","451.00","454.00","444.50","445.00","-13.0000","2889"
"3413","京鼎","1935736","657081387","341.00","346.50","335.00","335.00","-4.0000","2855"
"3416","融程電","368355","53102806","147.00","148.00","142.00","142.00","0.5000","365"
"3419","譁裕","3978138","72754819","17.60","18.40","17.10","18.40","1.6500","1552"
"3432","台端","367600","7778067","20.30","21.90","20.10","21.50","1.5500","201"
"3437","榮創","921380","23134979","25.95","25.95","24.75","24.75","-1.0000","699"
"3443","創意","1527783","1970725345","1300.00","1310.00","1280.00","1280.00","-5.0000","2667"
"3447","展達","1451781","134007101","92.50","94.40","90.00","92.10","0.0000","1380"
"3450","聯鈞","43650577","11391284990","255.50","272.50","250.50","251.50","0.0000","46649"
"3454","晶睿","227621","29111292","131.00","131.00","125.50","128.50","-0.5000","514"
"3481","群創","63356208","1025622110","16.35","16.45","16.00","16.10","-0.3500","15281"
"3494","誠研","270318","2173772","8.05","8.05","8.03","8.03","-0.0200","219"
"3501","維熹","2328786","153350440","67.30","67.70","64.00","64.20","-2.1000","1746"
"3504","揚明光","555137","33673829","61.80","62.00","59.60","60.70","-1.6000","1068"
"3515","華擎","1233879","277733084","231.00","232.00","220.50","220.50","-7.5000","2429"
"3518","柏騰","1704530","54216003","32.00","32.60","31.15","31.20","-0.5500","1092"
"3528","安馳","117457","5914642","51.00","51.00","50.00","50.30","-0.9000","161"
"3530","晶相光","788125","78831561","103.50","103.50","97.40","97.40","-5.1000","797"
"3532","台勝科","443001","54662077","124.00","125.00","122.00","122.00","-1.0000","505"
"3533","嘉澤","987288","1769560255","1775.00","1810.00","1770.00","1780.00","20.0000","1848"
"3535","晶彩科","3126599","183917196","59.50","60.40","57.60","57.60","-1.5000","2626"
"3543","州巧","108672","2431926","22.30","22.50","22.20","22.50","0.0500","80"
"3545","敦泰","1785454","156881592","89.30","89.50","86.80","87.00","-1.9000","2086"
"3550","聯穎","2650628","60721733","22.90","23.90","22.30","22.30","-0.5000","1603"
"3557","嘉威","334270","24636024","73.00","74.10","73.00","74.00","1.0000","344"
"3563","牧德","529947","205023102","390.00","390.50","383.00","385.00","-3.5000","688"
"3576","聯合再生","2743212","30700441","11.25","11.40","11.05","11.10","-0.1500","1185"
"3583","辛耘","2214804","1027288092","464.50","470.00","459.00","465.50","6.5000","2519"
"3588","通嘉","1259935","98244485","81.40","81.80","76.10","76.30","-5.1000","1220"
"3591","艾笛森","1239308","31794508","25.95","26.05","25.40","25.70","-0.0500","818"
"3592","瑞鼎","426312","147302859","346.50","352.00","341.50","342.00","-7.5000","739"
"3593","力銘","53622","721666","13.60","13.60","13.35","13.35","-0.0500","58"
"3596","智易","1961293","348106185","178.50","180.00","175.50","177.00","-1.5000","3905"
"3605","宏致","3598667","188148295","55.10","55.20","51.20","51.20","-3.5000","3090"
"3607","谷崧","796933","16331221","20.75","20.90","20.15","20.55","0.0500","406"
"3617","碩天","1355179","420347327","320.50","320.50","305.00","305.50","-12.0000","3947"
"3622","洋華","1134167","75030692","67.60","67.90","65.00","65.20","-1.5000","992"
"3645","達邁","1353838","61265804","45.95","46.50","44.15","44.35","-1.2500","1168"
"3652","精聯","385857","16109700","43.30","43.30","40.80","41.25","-1.5500","323"
"3653","健策","821403","1256005210","1530.00","1555.00","1505.00","1525.00","10.0000","1147"
"3661","世芯-KY","2702050","6600935535","2450.00","2475.00","2420.00","2420.00","10.0000","7297"
"3665","貿聯-KY","5347231","2806607131","542.00","542.00","515.00","521.00","27.0000","5209"
"3669","圓展","95250","4143910","44.00","44.05","43.20","43.40","-0.3000","165"
"3673","TPK-KY","2793712","118524909","43.50","43.55","41.90","41.90","-1.5000","2204"
"3679","新至陞","79445","10273260","129.50","130.00","129.00","129.00","-1.0000","90"
"3686","達能","629735","13753178","22.40","22.40","21.50","21.60","-0.6000","452"
"3694","海華","428282","18031509","43.15","43.50","41.45","41.50","-1.6000","362"
"3701","大眾控","4444050","214542670","50.50","50.50","46.40","47.60","-2.9000","3198"
"3702","大聯大","3519183","271416574","77.70","77.80","76.60","76.60","-0.5000","3358"
"3702A","大聯大甲特","133325","6787710","50.90","51.00","50.80","50.90","0.0000","54"
"3703","欣陸","1858929","55053786","29.90","30.00","29.45","29.50","-0.2000","1169"
"3704","合勤控","3797053","155333387","42.00","42.00","40.20","40.35","-1.8000","4244"
"3705","永信","492902","26749069","54.40","54.60","54.00","54.30","-0.1000","468"
"3706","神達","93055212","4992858247","52.00","54.00","51.00","54.00","4.8500","26374"
"3708","上緯投控","2881082","287263029","102.50","103.50","98.70","99.10","-4.4000","2730"
"3711","日月光投控","13412479","2105394691","158.00","159.50","155.00","155.50","-0.5000","8179"
"3712","永崴投控","3166398","168263464","53.40","54.20","52.20","52.40","-0.5000","2467"
"3714","富采","6277273","301931531","49.10","49.15","47.00","47.10","-0.9500","5624"
"3715","定穎投控","7063454","487508145","70.50","70.70","67.90","68.00","-2.3000","5617"
"3716","中化控股","103057","3934858","38.05","38.40","38.00","38.15","0.0000","135"
"4104","佳醫","51741","4520800","87.30","87.80","87.20","87.30","0.0000","160"
"4106","雃博","66996","1689228","25.20","25.40","25.05","25.30","0.1000","196"
"4108","懷特","171331","2963641","17.40","17.45","17.10","17.45","0.0500","322"
"4119","旭富","131448","11858113","90.30","90.50","89.90","90.40","0.6000","139"
"4133","亞諾法","152070","4550462","29.90","30.25","29.60","29.60","-0.1500","173"
"4137","麗豐-KY","335617","44720286","136.50","137.50","131.00","131.00","-5.5000","611"
"4142","國光生","699354","16893340","24.40","24.40","24.05","24.10","-0.2500","486"
"4148","全宇生技-KY","113107","5940130","52.00","53.00","51.70","52.20","0.7000","105"
"4155","訊映","133348","3192928","24.05","24.15","23.85","23.85","-0.1000","160"
"4164","承業醫","287884","12209471","43.30","43.30","42.00","42.10","-1.2000","581"
"4190","佐登-KY","276758","14299713","51.30","52.50","51.00","52.00","0.7000","324"
"4306","炎洲","1408307","26583985","18.80","19.00","18.80","18.80","0.0500","771"
"4414","如興","517215","1521050","2.88","2.99","2.88","2.92","0.0300","113"
"4426","利勤","135882","1834568","13.60","13.75","13.35","13.40","-0.2000","139"
"4438","廣越","76976","7727066","101.00","101.50","100.00","100.50","-0.5000","107"
"4439","冠星-KY","6000","541500","89.80","90.50","89.80","90.50","0.3000","6"
